number,discovery_date,discovery_site,discoverer,category,diameter_km
453,"February 22, 1900",Nice,A. Charlois,·,24.0
454,"March 28, 1900",Heidelberg,A. Schwassmann,·,82.0
455,"May 22, 1900",Heidelberg,"M. F. Wolf , A. Schwassmann",·,89.0
456,"June 4, 1900",Heidelberg,"M. F. Wolf, A. Schwassmann",·,38.0
457,"September 15, 1900",Heidelberg,"M. F. Wolf, A. Schwassmann",·,19.0
458,"September 21, 1900",Heidelberg,"M. F. Wolf, A. Schwassmann",·,37.0
459,"October 22, 1900",Heidelberg,M. F. Wolf,·,26.0
460,"October 22, 1900",Heidelberg,M. F. Wolf,slow,20.0
461,"October 22, 1900",Heidelberg,M. F. Wolf,THM,44.0
462,"October 22, 1900",Heidelberg,M. F. Wolf,KOR,34.0
463,"October 31, 1900",Heidelberg,M. F. Wolf,PHO,21.0
464,"January 9, 1901",Heidelberg,M. F. Wolf,·,77.0
465,"January 13, 1901",Heidelberg,M. F. Wolf,·,73.0
466,"January 17, 1901",Heidelberg,"M. F. Wolf, L. Carnera",CYB,95.0
467,"January 9, 1901",Heidelberg,M. F. Wolf,·,39.0
468,"January 18, 1901",Heidelberg,M. F. Wolf,THM,60.0
469,"February 20, 1901",Heidelberg,L. Carnera,·,134.0
470,"April 21, 1901",Heidelberg,L. Carnera,slow,28.0
471,"June 7, 1901",Heidelberg,M. F. Wolf,·,148.0
472,"July 11, 1901",Heidelberg,L. Carnera,MAR,50.0
473,"February 13, 1901",Heidelberg,M. F. Wolf,EUN,12.0
474,"February 13, 1901",Heidelberg,M. F. Wolf,·,41.0
475,"August 14, 1901",Arequipa,D. Stewart,·,18.0
476,"August 17, 1901",Heidelberg,L. Carnera,·,138.0
477,"August 23, 1901",Heidelberg,L. Carnera,·,23.0
478,"September 21, 1901",Heidelberg,L. Carnera,·,81.0
479,"November 12, 1901",Heidelberg,L. Carnera,·,60.0
480,"May 21, 1901",Heidelberg,"M. F. Wolf , L. Carnera",HNS,56.0
481,"February 12, 1902",Heidelberg,L. Carnera,·,102.0
482,"March 3, 1902",Heidelberg,M. F. Wolf,·,46.0
483,"March 4, 1902",Heidelberg,M. F. Wolf,CYB,67.0
484,"April 29, 1902",Heidelberg,M. F. Wolf,·,30.0
485,"May 7, 1902",Heidelberg,L. Carnera,·,64.0
486,"May 11, 1902",Heidelberg,L. Carnera,·,23.0
487,"July 9, 1902",Heidelberg,L. Carnera,·,59.0
488,"June 26, 1902",Heidelberg,"M. F. Wolf , L. Carnera",·,168.0
489,"September 2, 1902",Heidelberg,L. Carnera,·,139.0
490,"September 3, 1902",Heidelberg,M. F. Wolf,VER,119.0
491,"September 3, 1902",Heidelberg,M. F. Wolf,·,91.0
492,"September 3, 1902",Heidelberg,M. F. Wolf,THM,53.0
493,"September 7, 1902",Heidelberg,M. F. Wolf,·,42.0
494,"October 7, 1902",Heidelberg,M. F. Wolf,·,101.0
495,"October 25, 1902",Heidelberg,M. F. Wolf,·,37.0
496,"October 25, 1902",Heidelberg,M. F. Wolf,slow,14.0
497,"November 4, 1902",Heidelberg,R. S. Dugan,·,41.0
498,"December 2, 1902",Nice,A. Charlois,·,82.0
499,"December 24, 1902",Heidelberg,M. F. Wolf,3:2,77.0
500,"January 16, 1903",Heidelberg,M. F. Wolf,·,41.0
501,"January 18, 1903",Heidelberg,M. F. Wolf,·,74.0
502,"January 19, 1903",Heidelberg,M. F. Wolf,PHO,16.0
503,"January 19, 1903",Heidelberg,R. S. Dugan,·,82.0
504,"June 30, 1902",Arequipa,S. I. Bailey,·,30.0
505,"August 21, 1902",Arequipa,R. H. Frost,·,115.0
506,"February 17, 1903",Heidelberg,R. S. Dugan,·,106.0
507,"February 19, 1903",Heidelberg,R. S. Dugan,EOS,45.0
508,"April 20, 1903",Heidelberg,R. S. Dugan,·,117.0
509,"April 28, 1903",Heidelberg,M. F. Wolf,·,52.0
510,"May 20, 1903",Heidelberg,R. S. Dugan,·,60.0
511,"May 30, 1903",Heidelberg,R. S. Dugan,·,270.0
512,"June 23, 1903",Heidelberg,M. F. Wolf,·,23.0
513,"August 24, 1903",Heidelberg,M. F. Wolf,EOS,49.0
514,"August 24, 1903",Heidelberg,M. F. Wolf,·,120.0
515,"September 20, 1903",Heidelberg,M. F. Wolf,THM,41.0
516,"September 20, 1903",Heidelberg,R. S. Dugan,·,65.0
517,"September 22, 1903",Heidelberg,R. S. Dugan,·,112.0
518,"October 20, 1903",Heidelberg,R. S. Dugan,·,16.0
519,"October 20, 1903",Heidelberg,R. S. Dugan,·,40.0
520,"October 27, 1903",Heidelberg,"M. F. Wolf , P. Götz",EOS,25.0
521,"January 10, 1904",Heidelberg,R. S. Dugan,·,107.0
522,"January 10, 1904",Heidelberg,M. F. Wolf,CYB,101.0
523,"January 27, 1904",Heidelberg,R. S. Dugan,·,32.0
524,"March 14, 1904",Heidelberg,M. F. Wolf,·,66.0
525,"October 21, 1908",Taunton,J. H. Metcalf,·,9.3
526,"March 14, 1904",Heidelberg,M. F. Wolf,THM,45.0
527,"March 20, 1904",Heidelberg,M. F. Wolf,·,53.0
528,"March 20, 1904",Heidelberg,M. F. Wolf,CYB,92.0
529,"March 20, 1904",Heidelberg,M. F. Wolf,EOS,32.0
530,"April 11, 1904",Heidelberg,M. F. Wolf,·,85.0
531,"April 12, 1904",Heidelberg,M. F. Wolf,PAL,18.0
532,"April 20, 1904",Heidelberg,M. F. Wolf,·,168.0
533,"April 19, 1904",Heidelberg,R. S. Dugan,·,31.0
534,"April 19, 1904",Heidelberg,R. S. Dugan,KOR,32.0
535,"May 7, 1904",Heidelberg,R. S. Dugan,·,79.0
536,"May 11, 1904",Washington,G. H. Peters,CYB,147.0
537,"July 7, 1904",Nice,A. Charlois,·,41.0
538,"July 18, 1904",Heidelberg,P. Götz,HYG,71.0
539,"August 2, 1904",Heidelberg,M. F. Wolf,·,68.0
540,"August 3, 1904",Heidelberg,M. F. Wolf,·,19.0
541,"August 4, 1904",Heidelberg,M. F. Wolf,·,60.0
542,"August 15, 1904",Heidelberg,"P. Götz , A. Kopff",·,42.0
543,"September 11, 1904",Heidelberg,P. Götz,·,46.0
544,"September 11, 1904",Heidelberg,P. Götz,·,27.0
545,"October 3, 1904",Heidelberg,P. Götz,·,113.0
546,"October 10, 1904",Heidelberg,P. Götz,·,66.0
547,"October 14, 1904",Heidelberg,P. Götz,·,52.0
548,"October 14, 1904",Heidelberg,P. Götz,·,14.0
549,"November 15, 1904",Heidelberg,M. F. Wolf,·,16.0
550,"November 16, 1904",Heidelberg,M. F. Wolf,·,37.0
551,"November 16, 1904",Heidelberg,M. F. Wolf,·,81.0
552,"December 14, 1904",Heidelberg,M. F. Wolf,·,89.0
553,"December 27, 1904",Heidelberg,M. F. Wolf,·,9.0
554,"January 8, 1905",Heidelberg,P. Götz,·,96.0
555,"January 14, 1905",Heidelberg,M. F. Wolf,·,31.0
556,"January 8, 1905",Heidelberg,P. Götz,V,36.0
557,"January 26, 1905",Heidelberg,M. F. Wolf,·,23.0
558,"February 9, 1905",Heidelberg,M. F. Wolf,·,55.0
559,"March 8, 1905",Heidelberg,M. F. Wolf,·,80.0
560,"March 13, 1905",Heidelberg,M. F. Wolf,·,35.0
561,"March 26, 1905",Heidelberg,M. F. Wolf,THM,32.0
562,"April 3, 1905",Heidelberg,M. F. Wolf,EOS,33.0
563,"April 6, 1905",Heidelberg,P. Götz,·,53.0
564,"May 9, 1905",Heidelberg,P. Götz,·,52.0
565,"May 9, 1905",Heidelberg,M. F. Wolf,·,27.0
566,"May 28, 1905",Heidelberg,P. Götz,CYB,167.0
567,"May 28, 1905",Heidelberg,P. Götz,·,93.0
568,"July 26, 1905",Heidelberg,P. Götz,·,71.0
569,"July 27, 1905",Vienna,J. Palisa,MIS,73.0
570,"July 30, 1905",Heidelberg,M. F. Wolf,CYB,87.0
571,"September 4, 1905",Heidelberg,P. Götz,slow,12.0
572,"September 19, 1905",Heidelberg,P. Götz,·,29.0
573,"September 19, 1905",Heidelberg,M. F. Wolf,EOS,48.0
574,"September 19, 1905",Heidelberg,M. F. Wolf,·,8.5
575,"September 19, 1905",Heidelberg,M. F. Wolf,MAR,19.0
576,"September 22, 1905",Heidelberg,P. Götz,·,74.0
577,"October 20, 1905",Heidelberg,M. F. Wolf,·,38.0
578,"November 1, 1905",Heidelberg,M. F. Wolf,·,69.0
579,"November 3, 1905",Heidelberg,A. Kopff,EOS,86.0
580,"December 17, 1905",Heidelberg,M. F. Wolf,·,48.0
581,"December 24, 1905",Taunton,J. H. Metcalf,·,61.0
582,"January 23, 1906",Heidelberg,A. Kopff,·,44.0
583,"December 31, 1905",Vienna,J. Palisa,·,78.0
584,"January 15, 1906",Heidelberg,A. Kopff,·,54.0
585,"February 16, 1906",Heidelberg,A. Kopff,·,50.0
586,"February 21, 1906",Heidelberg,M. F. Wolf,·,95.0
587,"February 22, 1906",Heidelberg,M. F. Wolf,PHO,11.0
588,"February 22, 1906",Heidelberg,M. F. Wolf,L4,130.0
589,"March 3, 1906",Heidelberg,A. Kopff,·,94.0
590,"March 4, 1906",Heidelberg,M. F. Wolf,EOS,31.0
591,"March 14, 1906",Heidelberg,A. Kopff,·,52.0
592,"March 18, 1906",Heidelberg,M. F. Wolf,·,44.0
593,"March 20, 1906",Heidelberg,A. Kopff,·,70.0
594,"March 27, 1906",Heidelberg,M. F. Wolf,·,9.2
595,"March 27, 1906",Heidelberg,A. Kopff,·,91.0
596,"February 21, 1906",Heidelberg,A. Kopff,·,160.0
597,"April 16, 1906",Heidelberg,M. F. Wolf,·,36.0
598,"April 13, 1906",Heidelberg,M. F. Wolf,·,78.0
599,"April 25, 1906",Taunton,J. H. Metcalf,·,70.0
600,"June 14, 1906",Taunton,J. H. Metcalf,·,25.0
601,"June 21, 1906",Heidelberg,M. F. Wolf,·,76.0
602,"February 16, 1906",Taunton,J. H. Metcalf,·,110.0
603,"February 16, 1906",Taunton,J. H. Metcalf,slow,14.0
604,"February 16, 1906",Taunton,J. H. Metcalf,·,65.0
605,"August 27, 1906",Heidelberg,M. F. Wolf,·,70.0
606,"September 18, 1906",Heidelberg,A. Kopff,BRG,36.0
607,"September 18, 1906",Heidelberg,A. Kopff,·,68.0
608,"September 18, 1906",Heidelberg,A. Kopff,EOS,20.0
609,"September 24, 1906",Heidelberg,M. F. Wolf,·,54.0
610,"September 26, 1906",Heidelberg,M. F. Wolf,·,19.0
611,"September 24, 1906",Taunton,J. H. Metcalf,·,57.0
612,"October 8, 1906",Heidelberg,A. Kopff,·,39.0
613,"October 11, 1906",Heidelberg,A. Kopff,·,81.0
614,"October 11, 1906",Heidelberg,A. Kopff,·,29.0
615,"October 11, 1906",Heidelberg,A. Kopff,·,49.0
616,"October 17, 1906",Heidelberg,A. Kopff,MAR,21.0
617,"October 17, 1906",Heidelberg,A. Kopff,L5 · moon · slow,140.0
618,"October 17, 1906",Heidelberg,"Lohnert, K.",ELF,131.0
619,"October 22, 1906",Heidelberg,A. Kopff,·,29.0
620,"October 26, 1906",Taunton,J. H. Metcalf,·,11.0
621,"November 11, 1906",Heidelberg,A. Kopff,THM ·,30.0
622,"November 13, 1906",Taunton,J. H. Metcalf,·,22.0
623,"January 22, 1907",Heidelberg,"Lohnert, K.",PHO,44.0
624,"February 10, 1907",Heidelberg,A. Kopff,L4 · HEK · moon,225.0
625,"February 11, 1907",Heidelberg,A. Kopff,·,28.0
626,"February 11, 1907",Heidelberg,A. Kopff,·,73.0
627,"March 4, 1907",Heidelberg,A. Kopff,·,38.0
628,"March 7, 1907",Heidelberg,A. Kopff,·,48.0
629,"March 7, 1907",Heidelberg,A. Kopff,·,35.0
630,"March 7, 1907",Heidelberg,A. Kopff,EUN · slow,16.0
631,"March 21, 1907",Heidelberg,A. Kopff,·,50.0
632,"April 5, 1907",Heidelberg,A. Kopff,·,14.0
633,"May 12, 1907",Heidelberg,A. Kopff,EOS,33.0
634,"May 12, 1907",Heidelberg,A. Kopff,·,74.0
635,"June 9, 1907",Heidelberg,"Lohnert, K.",EOS,94.0
636,"February 8, 1907",Taunton,J. H. Metcalf,·,73.0
637,"March 11, 1907",Taunton,J. H. Metcalf,THM,24.0
638,"May 5, 1907",Taunton,J. H. Metcalf,·,60.0
639,"July 19, 1907",Heidelberg,"Lohnert, K.",EOS,79.0
640,"August 29, 1907",Heidelberg,A. Kopff,·,63.0
641,"September 8, 1907",Heidelberg,M. F. Wolf,slow,9.4
642,"September 8, 1907",Heidelberg,M. F. Wolf,·,33.0
643,"September 8, 1907",Heidelberg,A. Kopff,CYB,65.0
644,"September 7, 1907",Heidelberg,A. Kopff,·,17.0
645,"September 13, 1907",Taunton,J. H. Metcalf,·,29.0
646,"September 11, 1907",Heidelberg,A. Kopff,·,8.2
647,"September 11, 1907",Heidelberg,A. Kopff,·,9.7
648,"September 11, 1907",Heidelberg,A. Kopff,·,68.0
649,"September 11, 1907",Heidelberg,A. Kopff,·,7.7
650,"October 4, 1907",Heidelberg,A. Kopff,NYS,19.0
651,"October 4, 1907",Heidelberg,A. Kopff,EOS,32.0
652,"November 4, 1907",Vienna,J. Palisa,·,16.0
653,"November 27, 1907",Taunton,J. H. Metcalf,EOS,50.0
654,"January 4, 1908",Heidelberg,A. Kopff,PHO,161.0
655,"November 4, 1907",Taunton,J. H. Metcalf,slow,29.0
656,"January 22, 1908",Heidelberg,A. Kopff,THM,63.0
657,"January 23, 1908",Heidelberg,A. Kopff,·,39.0
658,"January 23, 1908",Heidelberg,A. Kopff,KOR,22.0
659,"March 23, 1908",Heidelberg,M. F. Wolf,L4,112.0
660,"January 8, 1908",Taunton,J. H. Metcalf,MAR,42.0
661,"February 22, 1908",Taunton,J. H. Metcalf,EOS,40.0
662,"March 30, 1908",Taunton,J. H. Metcalf,·,22.0
663,"June 24, 1908",Heidelberg,A. Kopff,·,108.0
664,"June 24, 1908",Heidelberg,A. Kopff,·,85.0
665,"July 22, 1908",Heidelberg,W. Lorenz,·,51.0
666,"July 23, 1908",Heidelberg,A. Kopff,·,33.0
667,"July 23, 1908",Heidelberg,A. Kopff,·,89.0
668,"July 27, 1908",Heidelberg,A. Kopff,DOR,22.0
669,"August 20, 1908",Heidelberg,A. Kopff,EOS,29.0
670,"August 20, 1908",Heidelberg,A. Kopff,·,36.0
671,"September 21, 1908",Vienna,J. Palisa,·,61.0
672,"September 21, 1908",Heidelberg,A. Kopff,·,36.0
673,"September 20, 1908",Taunton,J. H. Metcalf,·,38.0
674,"October 28, 1908",Heidelberg,W. Lorenz,·,96.0
675,"August 30, 1908",Taunton,J. H. Metcalf,·,76.0
676,"January 16, 1909",Greenwich,P. Melotte,EOS,78.0
677,"January 18, 1909",Heidelberg,A. Kopff,·,32.0
678,"January 22, 1909",Heidelberg,W. Lorenz,·,40.0
679,"January 28, 1909",Heidelberg,A. Kopff,·,64.0
680,"April 22, 1909",Heidelberg,A. Kopff,·,84.0
681,"May 13, 1909",Heidelberg,A. Kopff,·,20.0
682,"June 17, 1909",Heidelberg,A. Kopff,EUN,10.0
683,"July 23, 1909",Heidelberg,M. F. Wolf,·,83.0
684,"August 8, 1909",Heidelberg,A. Kopff,·,19.0
685,"August 12, 1909",Heidelberg,W. Lorenz,·,11.0
686,"August 15, 1909",Heidelberg,A. Kopff,(194),55.0
687,"August 16, 1909",Vienna,J. Palisa,·,22.0
688,"August 25, 1909",Vienna,J. Palisa,·,42.0
689,"September 12, 1909",Vienna,J. Palisa,·,16.0
690,"October 16, 1909",Taunton,J. H. Metcalf,·,135.0
691,"December 11, 1909",Taunton,J. H. Metcalf,·,79.0
692,"November 5, 1901",Heidelberg,"M. F. Wolf , A. Kopff",T j (2.96) · CYB,43.0
693,"September 21, 1909",Heidelberg,A. Kopff,·,82.0
694,"November 7, 1909",Taunton,J. H. Metcalf,·,122.0
695,"November 7, 1909",Taunton,J. H. Metcalf,MAR,41.0
696,"January 10, 1910",Taunton,J. H. Metcalf,·,82.0
697,"February 14, 1910",Heidelberg,J. Helffrich,·,80.0
698,"March 5, 1910",Heidelberg,J. Helffrich,·,27.0
699,"June 5, 1910",Heidelberg,J. Helffrich,·,20.0
700,"June 5, 1910",Heidelberg,J. Helffrich,·,16.0
701,"July 12, 1910",Heidelberg,J. Helffrich,·,43.0
702,"July 16, 1910",Heidelberg,J. Helffrich,moon,191.0
703,"October 3, 1910",Vienna,J. Palisa,slow,7.2
704,"October 2, 1910",Teramo,V. Cerulli,·,306.0
705,"October 6, 1910",Heidelberg,E. Ernst,·,132.0
706,"October 9, 1910",Heidelberg,J. Helffrich,·,31.0
707,"December 22, 1910",Heidelberg,M. F. Wolf,slow,9.0
708,"February 3, 1911",Heidelberg,J. Helffrich,·,21.0
709,"February 3, 1911",Heidelberg,J. Helffrich,·,95.0
710,"February 28, 1911",Vienna,J. Palisa,THM,29.0
711,"March 1, 1911",Vienna,J. Palisa,·,9.0
712,"March 19, 1911",Heidelberg,M. F. Wolf,·,124.0
713,"April 18, 1911",Heidelberg,J. Helffrich,CYB,98.0
714,"May 18, 1911",Heidelberg,J. Helffrich,MAR,41.0
715,"April 22, 1911",Johannesburg,H. E. Wood,·,25.0
716,"July 30, 1911",Vienna,J. Palisa,·,20.0
717,"August 26, 1911",Heidelberg,F. Kaiser,·,28.0
718,"September 29, 1911",Vienna,J. Palisa,·,71.0
719,"October 3, 1911",Vienna,J. Palisa,AMO + 1 km (0.62 mi),2.7
720,"October 18, 1911",Heidelberg,F. Kaiser,KOR,34.0
721,"October 18, 1911",Heidelberg,F. Kaiser,CYB,86.0
722,"October 18, 1911",Vienna,J. Palisa,slow,8.3
723,"October 21, 1911",Vienna,J. Palisa,·,23.0
724,"October 21, 1911",Vienna,J. Palisa,·,9.5
725,"October 21, 1911",Vienna,J. Palisa,·,24.0
726,"November 22, 1911",Winchester,J. H. Metcalf,·,44.0
727,"February 11, 1912",Heidelberg,A. Massinger,MAR,32.0
728,"February 16, 1912",Vienna,J. Palisa,·,5.9
729,"February 9, 1912",Winchester,J. H. Metcalf,WAT,50.0
730,"April 10, 1912",Vienna,J. Palisa,·,4.5
731,"April 15, 1912",Heidelberg,A. Massinger,·,35.0
732,"April 15, 1912",Heidelberg,A. Massinger,·,30.0
733,"September 16, 1912",Heidelberg,M. F. Wolf,CYB,98.0
734,"October 11, 1912",Vienna,J. Palisa,·,67.0
735,"December 9, 1912",Heidelberg,H. Vogt,·,68.0
736,"November 16, 1912",Winchester,J. H. Metcalf,·,17.0
737,"December 7, 1912",Winchester,J. H. Metcalf,·,48.0
738,"January 7, 1913",Heidelberg,F. Kaiser,·,63.0
739,"February 7, 1913",Winchester,J. H. Metcalf,·,105.0
740,"February 10, 1913",Winchester,J. H. Metcalf,·,91.0
741,"February 10, 1913",Winchester,J. H. Metcalf,·,30.0
742,"February 23, 1913",Heidelberg,F. Kaiser,EOS,47.0
743,"February 25, 1913",Heidelberg,F. Kaiser,·,51.0
744,"February 26, 1913",Vienna,J. Rheden,·,59.0
745,"March 1, 1913",Heidelberg,F. Kaiser,·,25.0
746,"March 1, 1913",Heidelberg,F. Kaiser,·,74.0
747,"March 7, 1913",Winchester,J. H. Metcalf,·,172.0
748,"March 14, 1913",Crimea-Simeis,G. N. Neujmin,3:2,104.0
749,"April 5, 1913",Crimea-Simeis,S. Belyavsky,·,11.0
750,"April 28, 1913",Vienna,J. Palisa,NYS,23.0
751,"April 28, 1913",Crimea-Simeis,G. N. Neujmin,·,114.0
752,"April 30, 1913",Crimea-Simeis,G. N. Neujmin,SUL,60.0
753,"April 30, 1913",Crimea-Simeis,G. N. Neujmin,·,21.0
754,"August 22, 1906",Heidelberg,A. Kopff,·,95.0
755,"April 6, 1908",Taunton,J. H. Metcalf,·,41.0
756,"April 26, 1908",Taunton,J. H. Metcalf,·,65.0
757,"September 30, 1908",Taunton,J. H. Metcalf,·,33.0
758,"May 18, 1912",Johannesburg,H. E. Wood,HYG,89.0
759,"August 26, 1913",Heidelberg,F. Kaiser,·,53.0
760,"August 28, 1913",Heidelberg,F. Kaiser,·,71.0
761,"September 8, 1913",Heidelberg,F. Kaiser,KOR · moon,21.0
762,"September 3, 1913",Crimea-Simeis,G. N. Neujmin,moon,147.0
763,"September 25, 1913",Heidelberg,F. Kaiser,slow,7.0
764,"September 26, 1913",Heidelberg,F. Kaiser,·,58.0
765,"September 26, 1913",Heidelberg,F. Kaiser,(5),8.0
766,"September 29, 1913",Heidelberg,F. Kaiser,EOS ·,41.0
767,"September 23, 1913",Winchester,J. H. Metcalf,THM,43.0
768,"October 4, 1913",Crimea-Simeis,G. N. Neujmin,·,33.0
769,"October 6, 1913",Crimea-Simeis,G. N. Neujmin,·,97.0
770,"October 31, 1913",Heidelberg,A. Massinger,·,16.0
771,"November 21, 1913",Vienna,J. Rheden,·,29.0
772,"December 19, 1913",Heidelberg,A. Massinger,·,126.0
773,"December 22, 1913",Heidelberg,F. Kaiser,·,92.0
774,"December 19, 1913",Paris,C. le Morvan,·,50.0
775,"January 6, 1914",Nice,J. Lagrula,EOS,32.0
776,"January 24, 1914",Heidelberg,A. Massinger,·,152.0
777,"January 24, 1914",Heidelberg,F. Kaiser,·,72.0
778,"January 25, 1914",Heidelberg,F. Kaiser,THB,55.0
779,"January 25, 1914",Crimea-Simeis,G. N. Neujmin,·,81.0
780,"January 25, 1914",Crimea-Simeis,G. N. Neujmin,ARM,126.0
781,"January 25, 1914",Crimea-Simeis,G. N. Neujmin,·,73.0
782,"March 18, 1914",Vienna,J. Palisa,·,14.0
783,"March 18, 1914",Vienna,J. Palisa,·,39.0
784,"March 20, 1914",Winchester,J. H. Metcalf,·,76.0
785,"March 30, 1914",Heidelberg,A. Massinger,·,49.0
786,"April 20, 1914",Heidelberg,F. Kaiser,·,108.0
787,"April 20, 1914",Crimea-Simeis,G. N. Neujmin,MAR,28.0
788,"April 28, 1914",Heidelberg,F. Kaiser,·,111.0
789,"June 24, 1914",Crimea-Simeis,G. N. Neujmin,·,22.0
790,"January 16, 1912",Johannesburg,H. E. Wood,CYB,170.0
791,"June 29, 1914",Crimea-Simeis,G. N. Neujmin,·,117.0
792,"March 20, 1907",Taunton,J. H. Metcalf,·,62.0
793,"April 9, 1907",Flagstaff,P. Lowell,·,27.0
794,"August 27, 1914",Vienna,J. Palisa,·,36.0
795,"September 26, 1914",Vienna,J. Palisa,·,85.0
796,"October 15, 1914",Heidelberg,K. Reinmuth,·,44.0
797,"November 17, 1914",Hamburg-Bergedorf,H. Thiele,·,21.0
798,"November 21, 1914",Heidelberg,M. F. Wolf,EOS,43.0
799,"March 9, 1915",Heidelberg,K. Reinmuth,·,47.0
800,"March 20, 1915",Heidelberg,M. F. Wolf,·,15.0
801,"March 20, 1915",Heidelberg,M. F. Wolf,EUN,32.0
802,"March 20, 1915",Heidelberg,M. F. Wolf,·,7.4
803,"March 21, 1915",Vienna,J. Palisa,·,46.0
804,"March 20, 1915",Barcelona,J. Comas i Solà,·,138.0
805,"April 17, 1915",Heidelberg,M. F. Wolf,·,73.0
806,"April 18, 1915",Heidelberg,M. F. Wolf,·,83.0
807,"April 18, 1915",Heidelberg,M. F. Wolf,EOS,21.0
808,"October 11, 1901",Heidelberg,L. Carnera,MRX,31.0
809,"August 11, 1915",Heidelberg,M. F. Wolf,moon,9.4
810,"September 8, 1915",Heidelberg,M. F. Wolf,·,8.1
811,"September 8, 1915",Heidelberg,M. F. Wolf,KOR,16.0
812,"September 8, 1915",Crimea-Simeis,S. Belyavsky,EUN,12.0
813,"November 28, 1915",Heidelberg,M. F. Wolf,·,12.0
814,"January 2, 1916",Crimea-Simeis,G. N. Neujmin,·,102.0
815,"February 2, 1916",Heidelberg,M. F. Wolf,·,17.0
816,"February 8, 1916",Heidelberg,M. F. Wolf,·,51.0
817,"February 6, 1916",Heidelberg,M. F. Wolf,·,23.0
818,"February 21, 1916",Heidelberg,M. F. Wolf,·,64.0
819,"March 3, 1916",Heidelberg,M. F. Wolf,·,8.9
820,"March 30, 1916",Heidelberg,M. F. Wolf,·,59.0
821,"March 31, 1916",Heidelberg,M. F. Wolf,slow,29.0
822,"March 31, 1916",Heidelberg,M. F. Wolf,·,8.2
823,"March 31, 1916",Heidelberg,M. F. Wolf,slow,15.0
824,"March 25, 1916",Crimea-Simeis,G. N. Neujmin,slow,32.0
825,"March 27, 1916",Crimea-Simeis,G. N. Neujmin,·,13.0
826,"April 28, 1916",Heidelberg,M. F. Wolf,·,23.0
827,"August 29, 1916",Vienna,J. Palisa,·,8.5
828,"August 29, 1916",Vienna,J. Palisa,·,48.0
829,"August 25, 1916",Crimea-Simeis,G. N. Neujmin,·,43.0
830,"August 25, 1916",Crimea-Simeis,G. N. Neujmin,·,41.0
831,"September 20, 1916",Heidelberg,M. F. Wolf,slow,7.2
832,"September 20, 1916",Heidelberg,M. F. Wolf,KOR,16.0
833,"September 20, 1916",Heidelberg,M. F. Wolf,EOS,22.0
834,"September 20, 1916",Heidelberg,M. F. Wolf,·,61.0
835,"September 23, 1916",Heidelberg,M. F. Wolf,·,30.0
836,"September 23, 1916",Heidelberg,M. F. Wolf,·,5.8
837,"September 23, 1916",Heidelberg,M. F. Wolf,slow,6.0
838,"September 24, 1916",Heidelberg,M. F. Wolf,·,58.0
839,"September 24, 1916",Heidelberg,M. F. Wolf,·,20.0
840,"September 25, 1916",Heidelberg,M. F. Wolf,·,27.0
841,"October 1, 1916",Heidelberg,M. F. Wolf,·,7.5
842,"October 1, 1916",Heidelberg,M. F. Wolf,·,44.0
843,"September 30, 1916",Hamburg-Bergedorf,H. Thiele,·,5.0
844,"October 1, 1916",Vienna,J. Rheden,·,42.0
845,"November 16, 1916",Heidelberg,M. F. Wolf,NAE,53.0
846,"November 26, 1916",Hamburg-Bergedorf,K. Gyllenberg,THM · slow,52.0
847,"September 2, 1915",Crimea-Simeis,G. N. Neujmin,AGN,25.0
848,"September 5, 1915",Crimea-Simeis,G. N. Neujmin,THM,33.0
849,"February 9, 1912",Crimea-Simeis,S. Belyavsky,·,81.0
850,"March 27, 1916",Crimea-Simeis,S. Belyavsky,·,81.0
851,"April 2, 1916",Crimea-Simeis,S. Belyavsky,·,13.0
852,"April 2, 1916",Crimea-Simeis,S. Belyavsky,PHO,27.0
853,"April 2, 1916",Crimea-Simeis,S. Belyavsky,·,28.0
854,"April 3, 1916",Crimea-Simeis,S. Belyavsky,moon,7.8
855,"April 3, 1916",Crimea-Simeis,S. Belyavsky,·,12.0
856,"April 3, 1916",Crimea-Simeis,S. Belyavsky,PHO,45.0
857,"April 6, 1916",Crimea-Simeis,S. Belyavsky,·,14.0
858,"May 26, 1916",Algiers,F. Sy,·,23.0
859,"October 2, 1916",Algiers,F. Sy,·,65.0
860,"January 22, 1917",Heidelberg,M. F. Wolf,·,35.0
861,"January 22, 1917",Heidelberg,M. F. Wolf,·,67.0
862,"January 28, 1917",Heidelberg,M. F. Wolf,·,27.0
863,"February 9, 1917",Heidelberg,M. F. Wolf,·,39.0
